Implementation,Iterations,Time (ms),Nodes,Edges,Visible Nodes,Intersections,Viewport X,Viewport Y,Viewport Scale
baseline,10000,144,100,200,62,47,-0.37106,-0.84349,0.3716457461
baseline,10000,133,100,200,62,47,-0.37106,-0.84349,0.3716457461
baseline,10000,135,100,200,62,47,-0.37106,-0.84349,0.3716457461
baseline,10000,134,100,200,62,47,-0.37106,-0.84349,0.3716457461
baseline,10000,139,100,200,63,49,-0.27581,-0.15291,0.3716457461
baseline,10000,136,100,200,63,49,-0.27581,-0.15291,0.3716457461
baseline,10000,143,100,200,63,49,-0.27581,-0.15291,0.3716457461
baseline,10000,137,100,200,63,49,-0.27581,-0.15291,0.3716457461
baseline,10000,146,100,200,65,51,0.045669,0.1923797817,0.3716457461
baseline,10000,139,100,200,65,51,0.045669,0.1923797817,0.3716457461
baseline,10000,138,100,200,65,51,0.045669,0.1923797817,0.3716457461
baseline,10000,138,100,200,65,51,0.045669,0.1923797817,0.3716457461
baseline,10000,130,100,200,55,39,0.6886258405,0.7758031462,0.3716457461
baseline,10000,123,100,200,55,39,0.6886258405,0.7758031462,0.3716457461
baseline,10000,120,100,200,55,39,0.6886258405,0.7758031462,0.3716457461
baseline,10000,115,100,200,55,39,0.6886258405,0.7758031462,0.3716457461
baseline,10000,120,100,200,55,39,0.6886258405,0.7758031462,0.3716457461
baseline,10000,118,100,200,55,39,0.6886258405,0.7758031462,0.3716457461
baseline,10000,122,100,200,63,34,1.403021797,0.073314,0.3716457461
baseline,10000,113,100,200,63,34,1.403021797,0.073314,0.3716457461
baseline,10000,112,100,200,63,34,1.403021797,0.073314,0.3716457461
baseline,10000,111,100,200,63,34,1.403021797,0.073314,0.3716457461
baseline,10000,122,100,200,78,40,1.157071,0.1456524007,0.3226406226
baseline,10000,120,100,200,78,40,1.157071,0.1456524007,0.3226406226
baseline,10000,119,100,200,78,40,1.157071,0.1456524007,0.3226406226
baseline,10000,120,100,200,78,40,1.157071,0.1456524007,0.3226406226
baseline,10000,123,100,200,78,40,1.157071,0.1456524007,0.3226406226
baseline,10000,112,100,200,83,36,0.7867637739,-0.07379,0.3226406226
baseline,10000,116,100,200,83,36,0.7867637739,-0.07379,0.3226406226
baseline,10000,115,100,200,83,36,0.7867637739,-0.07379,0.3226406226
baseline,10000,113,100,200,83,36,0.7867637739,-0.07379,0.3226406226
baseline,10000,112,100,200,83,36,0.7867637739,-0.07379,0.3226406226
baseline,10000,104,100,200,91,24,0.07358,-0.19722,0.3226406226
baseline,10000,99,100,200,91,24,0.07358,-0.19722,0.3226406226
baseline,10000,99,100,200,91,24,0.07358,-0.19722,0.3226406226
baseline,10000,99,100,200,91,24,0.07358,-0.19722,0.3226406226
baseline,10000,99,100,200,91,24,0.07358,-0.19722,0.3226406226
baseline,10000,116,100,200,77,35,-0.50245,-0.77326,0.3226406226
baseline,10000,114,100,200,77,35,-0.50245,-0.77326,0.3226406226
baseline,10000,113,100,200,77,35,-0.50245,-0.77326,0.3226406226
baseline,10000,110,100,200,77,35,-0.50245,-0.77326,0.3226406226
baseline,10000,93,100,200,93,15,-0.51321,-0.58281,0.2800973035
baseline,10000,89,100,200,93,15,-0.51321,-0.58281,0.2800973035
baseline,10000,91,100,200,93,15,-0.51321,-0.58281,0.2800973035
baseline,10000,90,100,200,93,15,-0.51321,-0.58281,0.2800973035
baseline,10000,72,100,200,100,0,-0.20182,0.039117,0.2431637369
baseline,10000,67,100,200,100,0,-0.20182,0.039117,0.2431637369
baseline,10000,70,100,200,100,0,-0.20182,0.039117,0.2431637369
baseline,10000,70,100,200,100,0,-0.20182,0.039117,0.2431637369
baseline,10000,68,100,200,100,0,-0.20182,0.039117,0.2431637369
baseline,10000,69,100,200,100,0,-0.20182,0.039117,0.2431637369
baseline,10000,83,100,200,97,9,0.1467134946,-0.27165,0.2800973035
baseline,10000,84,100,200,97,9,0.1467134946,-0.27165,0.2800973035
baseline,10000,84,100,200,97,9,0.1467134946,-0.27165,0.2800973035
baseline,10000,119,100,200,97,9,0.1467134946,-0.27165,0.2800973035
baseline,10000,86,100,200,97,9,0.1467134946,-0.27165,0.2800973035
baseline,10000,81,100,200,98,5,0.162511708,0.3602823091,0.2800973035
baseline,10000,80,100,200,98,5,0.162511708,0.3602823091,0.2800973035
baseline,10000,79,100,200,98,5,0.162511708,0.3602823091,0.2800973035
baseline,10000,91,100,200,96,16,0.5258706159,0.1075108949,0.2800973035
baseline,10000,96,100,200,96,16,0.5258706159,0.1075108949,0.2800973035
baseline,10000,103,100,200,96,16,0.5258706159,0.1075108949,0.2800973035
baseline,10000,88,100,200,96,16,0.5258706159,0.1075108949,0.2800973035
baseline,10000,94,100,200,94,16,0.7786420301,-0.24005,0.2800973035
baseline,10000,92,100,200,94,16,0.7786420301,-0.24005,0.2800973035
baseline,10000,90,100,200,94,16,0.7786420301,-0.24005,0.2800973035
baseline,10000,89,100,200,94,16,0.7786420301,-0.24005,0.2800973035
baseline,10000,100,100,200,92,23,0.9208259506,-0.31904,0.2800973035
baseline,10000,101,100,200,92,23,0.9208259506,-0.31904,0.2800973035
baseline,10000,96,100,200,92,23,0.9208259506,-0.31904,0.2800973035
baseline,10000,110,100,200,88,26,1.031413444,-0.54022,0.2800973035
baseline,10000,102,100,200,88,26,1.031413444,-0.54022,0.2800973035
baseline,10000,101,100,200,88,26,1.031413444,-0.54022,0.2800973035
baseline,10000,107,100,200,88,26,1.031413444,-0.54022,0.2800973035
baseline,10000,106,100,200,88,26,1.031413444,-0.54022,0.2800973035
accelerated,10000,5367,100,200,100,0,-0.12864,-0.01366,0.2111002219
accelerated,10000,41,100,200,1,3,-0.00903,-0.00903,1
accelerated,10000,40,100,200,1,2,-0.22511,0.2712090579,0.2
accelerated,10000,5665,100,200,100,0,0.052871,0.094806,0.2111002219
accelerated,10000,434,100,200,100,0,0.038437,0.2701558369,0.2111002219
accelerated,10000,470,100,200,100,0,0.038437,0.2701558369,0.2111002219
accelerated,10000,462,100,200,100,0,0.038437,0.2701558369,0.2111002219
accelerated,10000,466,100,200,100,0,0.038437,0.2701558369,0.2111002219
accelerated,10000,195,100,200,52,32,1.57084854,-0.56395,0.4280941423
accelerated,10000,193,100,200,52,32,1.57084854,-0.56395,0.4280941423
accelerated,10000,194,100,200,52,32,1.57084854,-0.56395,0.4280941423
accelerated,10000,195,100,200,52,32,1.57084854,-0.56395,0.4280941423
accelerated,10000,94,100,200,29,35,0.9177916738,0.567711874,0.5680146324
accelerated,10000,93,100,200,29,35,0.9177916738,0.567711874,0.5680146324
accelerated,10000,92,100,200,29,35,0.9177916738,0.567711874,0.5680146324
accelerated,10000,94,100,200,29,35,0.9177916738,0.567711874,0.5680146324
accelerated,10000,45,100,200,15,20,1.517395516,1.601796101,0.7536674548
accelerated,10000,44,100,200,15,20,1.517395516,1.601796101,0.7536674548
accelerated,10000,44,100,200,15,20,1.517395516,1.601796101,0.7536674548
accelerated,10000,46,100,200,15,20,1.517395516,1.601796101,0.7536674548
accelerated,10000,21,100,200,6,13,1.581704905,1.55406814,1
accelerated,10000,21,100,200,6,13,1.581704905,1.55406814,1
accelerated,10000,21,100,200,6,13,1.581704905,1.55406814,1
accelerated,10000,20,100,200,6,13,1.581704905,1.55406814,1
accelerated,10000,14,100,200,4,10,1.812791396,1.544257865,1.326845141
accelerated,10000,14,100,200,4,10,1.812791396,1.544257865,1.326845141
accelerated,10000,27,100,200,7,16,0.93902,0.690496239,1.326845141
accelerated,10000,26,100,200,7,16,0.93902,0.690496239,1.326845141
accelerated,10000,9,100,200,1,3,-0.24491,-0.35003,1.326845141
accelerated,10000,6,100,200,1,3,-0.24491,-0.35003,1.326845141
accelerated,10000,7,100,200,1,3,-0.24491,-0.35003,1.326845141
accelerated,10000,7,100,200,1,3,-0.24491,-0.35003,1.326845141
accelerated,10000,18,100,200,4,15,-1.0353,-1.40722,1.326845141
accelerated,10000,17,100,200,4,15,-1.0353,-1.40722,1.326845141
accelerated,10000,39,100,200,12,23,-0.69756,-1.66953,1
accelerated,10000,42,100,200,12,23,-0.69756,-1.66953,1
accelerated,10000,38,100,200,12,23,-0.69756,-1.66953,1
accelerated,10000,51,100,200,16,26,-0.8509,-1.65822,0.7536674548
accelerated,10000,54,100,200,16,26,-0.8509,-1.65822,0.7536674548
accelerated,10000,53,100,200,16,26,-0.8509,-1.65822,0.7536674548
accelerated,10000,57,100,200,20,24,-0.36945,-1.93417,0.7536674548
accelerated,10000,58,100,200,20,24,-0.36945,-1.93417,0.7536674548
accelerated,10000,60,100,200,20,24,-0.36945,-1.93417,0.7536674548
accelerated,10000,86,100,200,25,29,0.1824527505,-1.72868,0.7536674548
accelerated,10000,85,100,200,25,29,0.1824527505,-1.72868,0.7536674548
accelerated,10000,84,100,200,25,29,0.1824527505,-1.72868,0.7536674548
accelerated,10000,85,100,200,25,29,0.1824527505,-1.72868,0.7536674548
accelerated,10000,111,100,200,33,39,0.1851332467,-1.73611,0.654289
accelerated,10000,112,100,200,33,39,0.1851332467,-1.73611,0.654289
accelerated,10000,111,100,200,33,39,0.1851332467,-1.73611,0.654289
accelerated,10000,115,100,200,33,39,0.1851332467,-1.73611,0.654289
accelerated,10000,86,100,200,34,24,0.4624212737,-2.05398,0.654289
accelerated,10000,90,100,200,34,24,0.4624212737,-2.05398,0.654289
accelerated,10000,88,100,200,34,24,0.4624212737,-2.05398,0.654289
accelerated,10000,100,100,200,37,28,0.1943130045,-1.98207,0.5680146324
accelerated,10000,100,100,200,37,28,0.1943130045,-1.98207,0.5680146324
accelerated,10000,101,100,200,37,28,0.1943130045,-1.98207,0.5680146324
accelerated,10000,159,100,200,40,45,0.1975754997,-1.06784,0.4931163522
accelerated,10000,166,100,200,40,45,0.1975754997,-1.06784,0.4931163522
accelerated,10000,160,100,200,40,45,0.1975754997,-1.06784,0.4931163522
accelerated,10000,165,100,200,40,45,0.1975754997,-1.06784,0.4931163522
accelerated,10000,172,100,200,49,46,0.7718869473,-0.64608,0.4931163522
accelerated,10000,168,100,200,49,46,0.7718869473,-0.64608,0.4931163522
accelerated,10000,168,100,200,49,46,0.7718869473,-0.64608,0.4931163522
accelerated,10000,169,100,200,49,46,0.7718869473,-0.64608,0.4931163522
accelerated,10000,173,100,200,49,30,1.211594149,-0.5384,0.4931163522
accelerated,10000,168,100,200,49,30,1.211594149,-0.5384,0.4931163522
accelerated,10000,169,100,200,49,30,1.211594149,-0.5384,0.4931163522
accelerated,10000,173,100,200,49,30,1.211594149,-0.5384,0.4931163522
accelerated,10000,156,100,200,45,33,1.247488615,-1.13066,0.4931163522
accelerated,10000,163,100,200,45,33,1.247488615,-1.13066,0.4931163522
accelerated,10000,158,100,200,45,33,1.247488615,-1.13066,0.4931163522
accelerated,10000,106,100,200,28,57,-0.46647,-0.0628,0.4931163522
accelerated,10000,107,100,200,28,57,-0.46647,-0.0628,0.4931163522
accelerated,10000,41,100,200,13,20,-1.84841,-0.29611,0.4931163522
accelerated,10000,39,100,200,13,20,-1.84841,-0.29611,0.4931163522
accelerated,10000,130,100,200,26,39,-0.63697,0.807644,0.4931163522
accelerated,10000,90,100,200,26,39,-0.63697,0.807644,0.4931163522
accelerated,10000,108,100,200,34,41,-0.70785,0.8839707905,0.4280941423
accelerated,10000,104,100,200,34,41,-0.70785,0.8839707905,0.4280941423
accelerated,10000,106,100,200,34,41,-0.70785,0.8839707905,0.4280941423
accelerated,10000,128,100,200,39,54,-0.58381,0.4601702806,0.4280941423
accelerated,10000,134,100,200,39,54,-0.58381,0.4601702806,0.4280941423
accelerated,10000,130,100,200,39,54,-0.58381,0.4601702806,0.4280941423
accelerated,10000,198,100,200,53,57,-0.03597,-0.12902,0.4280941423
accelerated,10000,192,100,200,53,57,-0.03597,-0.12902,0.4280941423
accelerated,10000,201,100,200,53,57,-0.03597,-0.12902,0.4280941423
accelerated,10000,204,100,200,53,57,0.088072,-0.24272,0.4280941423
accelerated,10000,200,100,200,53,57,0.088072,-0.24272,0.4280941423
accelerated,10000,270,100,200,57,47,0.5222092813,-0.78022,0.4280941423
accelerated,10000,272,100,200,57,47,0.5222092813,-0.78022,0.4280941423
accelerated,10000,270,100,200,57,47,0.5222092813,-0.78022,0.4280941423
accelerated,10000,270,100,200,57,47,0.5222092813,-0.78022,0.4280941423
accelerated,10000,272,100,200,57,47,0.5222092813,-0.78022,0.4280941423
accelerated,10000,240,100,200,61,41,0.9253365957,-0.82157,0.4280941423
accelerated,10000,240,100,200,61,41,0.9253365957,-0.82157,0.4280941423
accelerated,10000,242,100,200,61,41,0.9253365957,-0.82157,0.4280941423
accelerated,10000,243,100,200,61,41,0.9253365957,-0.82157,0.4280941423
accelerated,10000,199,100,200,55,28,1.359473703,-0.63551,0.4280941423
accelerated,10000,204,100,200,55,28,1.359473703,-0.63551,0.4280941423
accelerated,10000,247,100,200,56,41,0.5222092813,-1.12133,0.4280941423
accelerated,10000,249,100,200,56,41,0.5222092813,-1.12133,0.4280941423
accelerated,10000,250,100,200,56,41,0.5222092813,-1.12133,0.4280941423
accelerated,10000,315,100,200,67,53,0.2286190064,-0.98788,0.3716457461
accelerated,10000,312,100,200,67,53,0.2286190064,-0.98788,0.3716457461
accelerated,10000,317,100,200,67,53,0.2286190064,-0.98788,0.3716457461
accelerated,10000,276,100,200,74,44,0.2524322049,-0.74975,0.3716457461
accelerated,10000,272,100,200,74,44,0.2524322049,-0.74975,0.3716457461
accelerated,10000,273,100,200,74,44,0.2524322049,-0.74975,0.3716457461
accelerated,10000,272,100,200,74,44,0.2524322049,-0.74975,0.3716457461
accelerated,10000,294,100,200,82,35,0.080628,-0.83294,0.3226406226
accelerated,10000,293,100,200,82,35,0.080628,-0.83294,0.3226406226
accelerated,10000,290,100,200,82,35,0.080628,-0.83294,0.3226406226
accelerated,10000,290,100,200,82,35,0.080628,-0.83294,0.3226406226
accelerated,10000,296,100,200,82,35,0.080628,-0.83294,0.3226406226
accelerated,10000,350,100,200,91,24,0.1354882605,-0.1609,0.3226406226
accelerated,10000,334,100,200,91,24,0.1354882605,-0.1609,0.3226406226
accelerated,10000,333,100,200,91,24,0.1354882605,-0.1609,0.3226406226
accelerated,10000,341,100,200,91,24,0.1354882605,-0.1609,0.3226406226
accelerated,10000,522,100,200,100,0,0.074053,0.03284654564,0.2800973035
accelerated,10000,517,100,200,100,0,0.074053,0.03284654564,0.2800973035
accelerated,10000,512,100,200,100,0,0.074053,0.03284654564,0.2800973035
accelerated,10000,524,100,200,100,0,0.074053,0.03284654564,0.2800973035
accelerated,10000,388,100,200,100,0,0.074053,0.03284654564,0.2800973035
accelerated,10000,380,100,200,100,0,-0.14291,-0.20393,0.2431637369
accelerated,10000,375,100,200,100,0,-0.14291,-0.20393,0.2431637369
accelerated,10000,383,100,200,100,0,-0.14291,-0.20393,0.2431637369
accelerated,10000,376,100,200,99,2,0.1426417849,-0.14634,0.2800973035
accelerated,10000,370,100,200,99,2,0.1426417849,-0.14634,0.2800973035
accelerated,10000,381,100,200,99,2,0.1426417849,-0.14634,0.2800973035
accelerated,10000,383,100,200,99,2,0.1426417849,-0.14634,0.2800973035
accelerated,10000,357,100,200,96,11,0.2216328518,-0.33592,0.2800973035
accelerated,10000,361,100,200,96,11,0.2216328518,-0.33592,0.2800973035
accelerated,10000,358,100,200,96,11,0.2216328518,-0.33592,0.2800973035
accelerated,10000,358,100,200,96,11,0.2216328518,-0.33592,0.2800973035
accelerated,10000,364,100,200,96,11,0.2216328518,-0.33592,0.2800973035
accelerated,10000,374,100,200,93,10,0.095247,0.4697871429,0.2800973035
accelerated,10000,364,100,200,93,10,0.095247,0.4697871429,0.2800973035
accelerated,10000,364,100,200,93,10,0.095247,0.4697871429,0.2800973035
accelerated,10000,366,100,200,93,10,0.095247,0.4697871429,0.2800973035
accelerated,10000,363,100,200,93,10,0.095247,0.4697871429,0.2800973035
accelerated,10000,316,100,200,87,18,0.1584399983,0.8647424776,0.2800973035
accelerated,10000,310,100,200,87,18,0.1584399983,0.8647424776,0.2800973035
accelerated,10000,305,100,200,87,18,0.1584399983,0.8647424776,0.2800973035
accelerated,10000,310,100,200,87,18,0.1584399983,0.8647424776,0.2800973035
accelerated,10000,303,100,200,87,18,0.1584399983,0.8647424776,0.2800973035
accelerated,10000,282,100,200,75,33,0.000458,1.228101386,0.2800973035
accelerated,10000,281,100,200,75,33,0.000458,1.228101386,0.2800973035
accelerated,10000,282,100,200,75,33,0.000458,1.228101386,0.2800973035
accelerated,10000,286,100,200,75,33,0.000458,1.228101386,0.2800973035
accelerated,10000,375,100,200,73,37,1.090534588,1.322890666,0.2800973035
accelerated,10000,374,100,200,73,37,1.090534588,1.322890666,0.2800973035
accelerated,10000,369,100,200,73,37,1.090534588,1.322890666,0.2800973035
accelerated,10000,358,100,200,73,37,1.090534588,1.322890666,0.2800973035
accelerated,10000,361,100,200,73,37,1.090534588,1.322890666,0.2800973035
accelerated,10000,220,100,200,63,33,1.785655977,1.275496026,0.2800973035
accelerated,10000,218,100,200,63,33,1.785655977,1.275496026,0.2800973035
accelerated,10000,217,100,200,63,33,1.785655977,1.275496026,0.2800973035
accelerated,10000,224,100,200,63,33,1.785655977,1.275496026,0.2800973035
accelerated,10000,179,100,200,54,29,1.981471966,1.117176715,0.322641
accelerated,10000,175,100,200,54,29,1.981471966,1.117176715,0.322641
accelerated,10000,175,100,200,54,29,1.981471966,1.117176715,0.322641
accelerated,10000,180,100,200,54,29,1.981471966,1.117176715,0.322641
accelerated,10000,192,100,200,56,29,2.447784162,0.2805577767,0.322641
accelerated,10000,182,100,200,56,29,2.447784162,0.2805577767,0.322641
accelerated,10000,190,100,200,56,29,2.447784162,0.2805577767,0.322641
accelerated,10000,286,100,200,73,37,1.624880288,-0.21318,0.322641
accelerated,10000,283,100,200,73,37,1.624880288,-0.21318,0.322641
accelerated,10000,294,100,200,73,37,1.624880288,-0.21318,0.322641
accelerated,10000,323,100,200,66,28,1.789461063,-0.26804,0.322641
accelerated,10000,322,100,200,66,28,1.789461063,-0.26804,0.322641
accelerated,10000,324,100,200,66,28,1.789461063,-0.26804,0.322641
accelerated,10000,329,100,200,66,28,1.789461063,-0.26804,0.322641
accelerated,10000,349,100,200,78,36,0.7059709618,-1.03609,0.322641
accelerated,10000,346,100,200,78,36,0.7059709618,-1.03609,0.322641
accelerated,10000,353,100,200,78,36,0.7059709618,-1.03609,0.322641
accelerated,10000,358,100,200,78,36,0.7059709618,-1.03609,0.322641
accelerated,10000,356,100,200,78,36,0.7059709618,-1.03609,0.322641
accelerated,10000,12,200,400,2,7,-0.02759,-0.02759,1
accelerated,10000,9,200,400,1,4,-0.0058,-0.07277,1.151887642
accelerated,10000,8,200,400,1,4,-0.0058,-0.07277,1.151887642
accelerated,10000,8,200,400,1,4,-0.0058,-0.07277,1.151887642
accelerated,10000,8,200,400,1,4,-0.0058,-0.07277,1.151887642
accelerated,10000,7,200,400,1,4,-0.0058,-0.07277,1.151887642
accelerated,10000,6,200,400,1,4,-0.0058,-0.07277,1.151887642
accelerated,10000,8,200,400,1,4,-0.0058,-0.07277,1.151887642
accelerated,10000,6,200,400,1,4,-0.0058,-0.07277,1.151887642
accelerated,10000,12,200,400,3,6,0.01931119568,-0.02919,1
accelerated,10000,12,200,400,3,6,0.01931119568,-0.02919,1
accelerated,10000,12,200,400,3,6,0.01931119568,-0.02919,1
accelerated,10000,11,200,400,3,6,0.01931119568,-0.02919,1
accelerated,10000,11,200,400,3,6,0.039465,-0.19042,1
accelerated,10000,13,200,400,3,6,0.039465,-0.19042,1
accelerated,10000,21,200,400,5,14,0.1966652117,-0.2791,1
accelerated,10000,20,200,400,5,14,0.1966652117,-0.2791,1
accelerated,10000,21,200,400,5,14,0.1966652117,-0.2791,1
accelerated,10000,20,200,400,5,14,0.1966652117,-0.2791,1
accelerated,10000,27,200,400,7,16,0.2131952765,-0.28399,0.8681402276
accelerated,10000,25,200,400,7,16,0.2131952765,-0.28399,0.8681402276
accelerated,10000,26,200,400,7,16,0.2131952765,-0.28399,0.8681402276
accelerated,10000,26,200,400,7,16,0.2131952765,-0.28399,0.8681402276
accelerated,10000,28,200,400,7,16,0.2131952765,-0.28399,0.8681402276
accelerated,10000,25,200,400,7,16,0.2131952765,-0.28399,0.8681402276
accelerated,10000,40,200,400,11,22,-0.01895,-0.41864,0.8681402276
accelerated,10000,41,200,400,11,22,-0.01895,-0.41864,0.8681402276
accelerated,10000,44,200,400,11,22,-0.01895,-0.41864,0.8681402276
accelerated,10000,41,200,400,11,22,-0.01895,-0.41864,0.8681402276
accelerated,10000,29,200,400,7,18,0.008903,-0.37221,0.8681402276
accelerated,10000,29,200,400,7,18,0.008903,-0.37221,0.8681402276
accelerated,10000,36,200,400,10,18,-0.04681,-0.40935,0.8681402276
accelerated,10000,35,200,400,10,18,-0.04681,-0.40935,0.8681402276
accelerated,10000,36,200,400,10,18,-0.04681,-0.40935,0.8681402276
accelerated,10000,37,200,400,10,18,-0.04681,-0.40935,0.8681402276
accelerated,10000,52,200,400,13,25,-0.10253,-0.51614,0.8681402276
accelerated,10000,50,200,400,13,25,-0.10253,-0.51614,0.8681402276
accelerated,10000,52,200,400,13,25,-0.10253,-0.51614,0.8681402276
accelerated,10000,48,200,400,13,25,-0.10253,-0.51614,0.8681402276
accelerated,10000,49,200,400,13,25,-0.10253,-0.51614,0.8681402276
accelerated,10000,72,200,400,20,32,-0.11875,-0.47524,0.7536674548
accelerated,10000,72,200,400,20,32,-0.11875,-0.47524,0.7536674548
accelerated,10000,71,200,400,20,32,-0.11875,-0.47524,0.7536674548
accelerated,10000,72,200,400,20,32,-0.11875,-0.47524,0.7536674548
accelerated,10000,72,200,400,20,32,-0.11875,-0.47524,0.7536674548
accelerated,10000,78,200,400,20,32,-0.11875,-0.47524,0.7536674548
accelerated,10000,65,200,400,18,32,-0.04922,-0.43245,0.7536674548
accelerated,10000,64,200,400,18,32,-0.04922,-0.43245,0.7536674548
accelerated,10000,66,200,400,18,32,-0.04922,-0.43245,0.7536674548
accelerated,10000,64,200,400,18,32,-0.04922,-0.43245,0.7536674548
accelerated,10000,50,200,400,14,30,-0.03318,-0.35758,0.7536674548
accelerated,10000,47,200,400,14,30,-0.03318,-0.35758,0.7536674548
accelerated,10000,48,200,400,14,30,-0.03318,-0.35758,0.7536674548
accelerated,10000,49,200,400,14,30,-0.03318,-0.35758,0.7536674548
accelerated,10000,47,200,400,14,30,-0.03318,-0.35758,0.7536674548
accelerated,10000,46,200,400,13,28,-0.02248,-0.29875,0.7536674548
accelerated,10000,44,200,400,13,28,-0.02248,-0.29875,0.7536674548
accelerated,10000,45,200,400,13,28,-0.02248,-0.29875,0.7536674548
accelerated,10000,46,200,400,13,28,-0.02248,-0.29875,0.7536674548
accelerated,10000,34,200,400,8,20,0.148662095,-0.14365,0.7536674548
accelerated,10000,28,200,400,8,20,0.148662095,-0.14365,0.7536674548
accelerated,10000,29,200,400,8,20,0.148662095,-0.14365,0.7536674548
accelerated,10000,31,200,400,8,20,0.148662095,-0.14365,0.7536674548
accelerated,10000,30,200,400,8,20,0.148662095,-0.14365,0.7536674548
accelerated,10000,33,200,400,9,21,0.2984120223,-0.06343,0.7536674548
accelerated,10000,31,200,400,9,21,0.2984120223,-0.06343,0.7536674548
accelerated,10000,30,200,400,9,21,0.2984120223,-0.06343,0.7536674548
accelerated,10000,30,200,400,9,21,0.2984120223,-0.06343,0.7536674548
accelerated,10000,54,200,400,15,35,0.4214208911,0.118411171,0.7536674548
accelerated,10000,49,200,400,15,35,0.4214208911,0.118411171,0.7536674548
accelerated,10000,50,200,400,15,35,0.4214208911,0.118411171,0.7536674548
accelerated,10000,49,200,400,15,35,0.4214208911,0.118411171,0.7536674548
accelerated,10000,49,200,400,15,35,0.4214208911,0.118411171,0.7536674548
accelerated,10000,67,200,400,20,35,0.469555,0.3162950035,0.7536674548
accelerated,10000,62,200,400,20,35,0.469555,0.3162950035,0.7536674548
accelerated,10000,62,200,400,20,35,0.469555,0.3162950035,0.7536674548
accelerated,10000,63,200,400,20,35,0.469555,0.3162950035,0.7536674548
accelerated,10000,50,200,400,14,35,0.3732869859,0.187937923,0.7536674548
accelerated,10000,50,200,400,14,35,0.3732869859,0.187937923,0.7536674548
accelerated,10000,51,200,400,14,35,0.3732869859,0.187937923,0.7536674548
accelerated,10000,60,200,400,16,37,0.4535101612,0.187937923,0.7536674548
accelerated,10000,60,200,400,16,37,0.4535101612,0.187937923,0.7536674548
accelerated,10000,60,200,400,16,37,0.4535101612,0.187937923,0.7536674548
accelerated,10000,60,200,400,16,37,0.4535101612,0.187937923,0.7536674548
accelerated,10000,61,200,400,16,37,0.4535101612,0.187937923,0.7536674548
accelerated,10000,61,200,400,16,37,0.4535101612,0.187937923,0.7536674548
accelerated,10000,82,200,400,22,40,0.5765190301,0.1825897113,0.7536674548
accelerated,10000,76,200,400,22,40,0.5765190301,0.1825897113,0.7536674548
accelerated,10000,75,200,400,22,40,0.5765190301,0.1825897113,0.7536674548
accelerated,10000,79,200,400,22,40,0.5765190301,0.1825897113,0.7536674548
accelerated,10000,75,200,400,22,40,0.5765190301,0.1825897113,0.7536674548
accelerated,10000,76,200,400,22,40,0.630001,0.1825897113,0.7536674548
accelerated,10000,76,200,400,22,40,0.630001,0.1825897113,0.7536674548
accelerated,10000,79,200,400,22,40,0.630001,0.1825897113,0.7536674548
accelerated,10000,85,200,400,26,46,0.731617169,0.05423263074,0.7536674548
accelerated,10000,86,200,400,26,46,0.731617169,0.05423263074,0.7536674548
accelerated,10000,82,200,400,26,46,0.731617169,0.05423263074,0.7536674548
accelerated,10000,81,200,400,26,46,0.731617169,0.05423263074,0.7536674548
accelerated,10000,81,200,400,26,46,0.731617169,0.05423263074,0.7536674548
accelerated,10000,81,200,400,26,46,0.731617169,0.05423263074,0.7536674548
accelerated,10000,80,200,400,26,46,0.731617169,0.05423263074,0.7536674548
accelerated,10000,91,200,400,28,43,0.7476618041,0.1291075944,0.7536674548
accelerated,10000,90,200,400,28,43,0.7476618041,0.1291075944,0.7536674548
accelerated,10000,89,200,400,28,43,0.7476618041,0.1291075944,0.7536674548
accelerated,10000,91,200,400,28,43,0.7476618041,0.1291075944,0.7536674548
accelerated,10000,88,200,400,28,43,0.7476618041,0.1291075944,0.7536674548
accelerated,10000,82,200,400,29,39,0.865322,0.1451522294,0.7536674548
accelerated,10000,84,200,400,29,39,0.865322,0.1451522294,0.7536674548
accelerated,10000,80,200,400,29,39,0.865322,0.1451522294,0.7536674548
accelerated,10000,79,200,400,29,39,0.865322,0.1451522294,0.7536674548
accelerated,10000,80,200,400,29,39,0.865322,0.1451522294,0.7536674548
accelerated,10000,83,200,400,29,39,0.865322,0.1451522294,0.7536674548
accelerated,10000,92,200,400,32,38,1.004375965,0.1451522294,0.7536674548
accelerated,10000,90,200,400,32,38,1.004375965,0.1451522294,0.7536674548
accelerated,10000,94,200,400,32,38,1.004375965,0.1451522294,0.7536674548
accelerated,10000,92,200,400,32,38,1.004375965,0.1451522294,0.7536674548
accelerated,10000,89,200,400,32,38,1.004375965,0.1451522294,0.7536674548
accelerated,10000,91,200,400,32,38,1.004375965,0.1451522294,0.7536674548
accelerated,10000,101,200,400,32,39,1.08459914,0.2307236165,0.7536674548
accelerated,10000,101,200,400,32,39,1.08459914,0.2307236165,0.7536674548
accelerated,10000,96,200,400,32,39,1.08459914,0.2307236165,0.7536674548
accelerated,10000,98,200,400,32,39,1.08459914,0.2307236165,0.7536674548
accelerated,10000,104,200,400,32,39,1.08459914,0.2307236165,0.7536674548
accelerated,10000,103,200,400,32,39,1.08459914,0.2307236165,0.7536674548
accelerated,10000,112,200,400,34,39,1.27178655,0.1986343463,0.7536674548
