Implementation,Iterations,Time (ms),Nodes,Edges,Visible Nodes,Intersections,Viewport X,Viewport Y,Viewport Scale
accelerated,10000,106,200,400,34,39,1.27178655,0.1986343463,0.7536674548
accelerated,10000,109,200,400,34,39,1.27178655,0.1986343463,0.7536674548
accelerated,10000,106,200,400,34,39,1.27178655,0.1986343463,0.7536674548
accelerated,10000,110,200,400,34,39,1.27178655,0.1986343463,0.7536674548
accelerated,10000,106,200,400,34,39,1.27178655,0.1986343463,0.7536674548
accelerated,10000,138,200,400,41,39,1.240918114,0.2449370004,0.6542890357
accelerated,10000,134,200,400,41,39,1.240918114,0.2449370004,0.6542890357
accelerated,10000,136,200,400,41,39,1.240918114,0.2449370004,0.6542890357
accelerated,10000,129,200,400,41,39,1.240918114,0.2449370004,0.6542890357
accelerated,10000,133,200,400,41,39,1.240918114,0.2449370004,0.6542890357
accelerated,10000,118,200,400,38,39,1.154670568,0.1094051434,0.6542890357
accelerated,10000,118,200,400,38,39,1.154670568,0.1094051434,0.6542890357
accelerated,10000,112,200,400,38,39,1.154670568,0.1094051434,0.6542890357
accelerated,10000,116,200,400,38,39,1.154670568,0.1094051434,0.6542890357
accelerated,10000,118,200,400,38,39,1.154670568,0.1094051434,0.6542890357
accelerated,10000,115,200,400,38,39,1.154670568,0.1094051434,0.6542890357
accelerated,10000,111,200,400,38,40,1.166991646,0.035478676,0.6542890357
accelerated,10000,111,200,400,38,40,1.166991646,0.035478676,0.6542890357
accelerated,10000,128,200,400,41,43,1.253239191,0.01083652019,0.6542890357
accelerated,10000,128,200,400,41,43,1.253239191,0.01083652019,0.6542890357
accelerated,10000,128,200,400,41,43,1.253239191,0.01083652019,0.6542890357
accelerated,10000,144,200,400,41,45,1.240918114,-0.05693,0.6542890357
accelerated,10000,144,200,400,41,45,1.240918114,-0.05693,0.6542890357
accelerated,10000,141,200,400,41,45,1.240918114,-0.05693,0.6542890357
accelerated,10000,147,200,400,41,45,1.240918114,-0.05693,0.6542890357
accelerated,10000,145,200,400,41,45,1.487339672,-0.11853,0.6542890357
accelerated,10000,142,200,400,41,45,1.487339672,-0.11853,0.6542890357
accelerated,10000,146,200,400,41,45,1.487339672,-0.11853,0.6542890357
accelerated,10000,160,200,400,42,45,1.622871529,-0.14934,0.6542890357
accelerated,10000,163,200,400,42,45,1.622871529,-0.14934,0.6542890357
accelerated,10000,157,200,400,42,45,1.622871529,-0.14934,0.6542890357
accelerated,10000,159,200,400,42,45,1.622871529,-0.14934,0.6542890357
accelerated,10000,160,200,400,42,45,1.622871529,-0.14934,0.6542890357
accelerated,10000,157,200,400,42,45,1.622871529,-0.14934,0.6542890357
accelerated,10000,163,200,400,42,45,1.622871529,-0.14934,0.6542890357
accelerated,10000,140,200,400,39,38,1.67215584,-0.22326,0.6542890357
accelerated,10000,137,200,400,39,38,1.67215584,-0.22326,0.6542890357
accelerated,10000,135,200,400,39,38,1.67215584,-0.22326,0.6542890357
accelerated,10000,135,200,400,39,38,1.67215584,-0.22326,0.6542890357
accelerated,10000,138,200,400,39,38,1.67215584,-0.22326,0.6542890357
accelerated,10000,122,200,400,38,39,1.665995301,-0.33415,0.6542890357
accelerated,10000,114,200,400,38,39,1.665995301,-0.33415,0.6542890357
accelerated,10000,119,200,400,37,38,1.684476918,-0.41424,0.6542890357
accelerated,10000,116,200,400,37,38,1.684476918,-0.41424,0.6542890357
accelerated,10000,116,200,400,37,38,1.684476918,-0.41424,0.6542890357
accelerated,10000,121,200,400,37,38,1.684476918,-0.41424,0.6542890357
accelerated,10000,116,200,400,37,38,1.684476918,-0.41424,0.6542890357
accelerated,10000,127,200,400,37,38,1.727600691,-0.56825,0.6542890357
accelerated,10000,120,200,400,37,38,1.727600691,-0.56825,0.6542890357
accelerated,10000,119,200,400,37,38,1.727600691,-0.56825,0.6542890357
accelerated,10000,125,200,400,37,38,1.727600691,-0.56825,0.6542890357
accelerated,10000,142,200,400,39,39,1.573587217,-1.3568,0.6542890357
accelerated,10000,142,200,400,39,39,1.573587217,-1.3568,0.6542890357
accelerated,10000,140,200,400,39,39,1.573587217,-1.3568,0.6542890357
accelerated,10000,163,200,400,42,47,1.068423023,-1.75724,0.6542890357
accelerated,10000,157,200,400,42,47,1.068423023,-1.75724,0.6542890357
accelerated,10000,160,200,400,46,39,0.088897,-1.81884,0.6542890357
accelerated,10000,155,200,400,46,39,0.088897,-1.81884,0.6542890357
accelerated,10000,189,200,400,49,43,0.1073789462,-1.66483,0.6542890357
accelerated,10000,185,200,400,49,43,0.1073789462,-1.66483,0.6542890357
accelerated,10000,185,200,400,49,43,0.1073789462,-1.66483,0.6542890357
accelerated,10000,183,200,400,49,43,0.1073789462,-1.66483,0.6542890357
accelerated,10000,184,200,400,49,43,0.1073789462,-1.66483,0.6542890357
accelerated,10000,189,200,400,49,43,0.1073789462,-1.66483,0.6542890357
accelerated,10000,212,200,400,52,46,0.1320211021,-1.47385,0.6542890357
accelerated,10000,211,200,400,52,46,0.1320211021,-1.47385,0.6542890357
accelerated,10000,209,200,400,52,46,0.1320211021,-1.47385,0.6542890357
accelerated,10000,208,200,400,52,46,0.1320211021,-1.47385,0.6542890357
accelerated,10000,210,200,400,52,46,0.1320211021,-1.47385,0.6542890357
accelerated,10000,208,200,400,52,46,0.1320211021,-1.47385,0.6542890357
accelerated,10000,205,200,400,52,46,0.1320211021,-1.47385,0.6542890357
accelerated,10000,215,200,400,50,42,-0.04047,-1.44305,0.6542890357
accelerated,10000,208,200,400,50,42,-0.04047,-1.44305,0.6542890357
accelerated,10000,206,200,400,50,42,-0.04047,-1.44305,0.6542890357
accelerated,10000,211,200,400,50,42,-0.04047,-1.44305,0.6542890357
accelerated,10000,207,200,400,50,42,-0.04047,-1.44305,0.6542890357
accelerated,10000,209,200,400,50,42,-0.04047,-1.44305,0.6542890357
accelerated,10000,196,200,400,56,44,0.6310247572,-1.43689,0.6542890357
accelerated,10000,189,200,400,56,44,0.6310247572,-1.43689,0.6542890357
accelerated,10000,197,200,400,56,44,0.6310247572,-1.43689,0.6542890357
accelerated,10000,193,200,400,56,44,0.6310247572,-1.43689,0.6542890357
accelerated,10000,186,200,400,56,44,0.6310247572,-1.43689,0.6542890357
accelerated,10000,193,200,400,56,44,0.6310247572,-1.43689,0.6542890357
accelerated,10000,149,200,400,44,48,0.5817404456,-0.98101,0.6542890357
accelerated,10000,154,200,400,44,48,0.5817404456,-0.98101,0.6542890357
accelerated,10000,149,200,400,44,48,0.5817404456,-0.98101,0.6542890357
accelerated,10000,148,200,400,44,48,0.5817404456,-0.98101,0.6542890357
accelerated,10000,147,200,400,44,48,0.5817404456,-0.98101,0.6542890357
accelerated,10000,148,200,400,44,48,0.5817404456,-0.98101,0.6542890357
accelerated,10000,148,200,400,44,48,0.5817404456,-0.98101,0.6542890357
accelerated,10000,157,200,400,39,39,-0.38546,-0.69146,0.6542890357
accelerated,10000,145,200,400,39,39,-0.38546,-0.69146,0.6542890357
accelerated,10000,149,200,400,39,39,-0.38546,-0.69146,0.6542890357
accelerated,10000,180,200,400,45,51,-1.14321,-0.61754,0.6542890357
accelerated,10000,180,200,400,45,51,-1.14321,-0.61754,0.6542890357
accelerated,10000,180,200,400,45,51,-1.14321,-0.61754,0.6542890357
accelerated,10000,179,200,400,45,51,-1.14321,-0.61754,0.6542890357
accelerated,10000,177,200,400,45,51,-1.14321,-0.61754,0.6542890357
accelerated,10000,172,200,400,48,43,-1.31571,-0.26023,0.6542890357
accelerated,10000,170,200,400,48,43,-1.31571,-0.26023,0.6542890357
accelerated,10000,167,200,400,48,43,-1.31571,-0.26023,0.6542890357
accelerated,10000,166,200,400,48,43,-1.31571,-0.26023,0.6542890357
accelerated,10000,165,200,400,48,43,-1.31571,-0.26023,0.6542890357
accelerated,10000,168,200,400,48,43,-1.31571,-0.26023,0.6542890357
accelerated,10000,200,200,400,48,50,-1.37115,0.1340472992,0.6542890357
accelerated,10000,199,200,400,48,50,-1.37115,0.1340472992,0.6542890357
accelerated,10000,198,200,400,48,50,-1.37115,0.1340472992,0.6542890357
accelerated,10000,200,200,400,48,50,-1.37115,0.1340472992,0.6542890357
accelerated,10000,114,200,400,34,53,-0.77358,0.5899271817,0.6542890357
accelerated,10000,109,200,400,34,53,-0.77358,0.5899271817,0.6542890357
accelerated,10000,114,200,400,34,53,-0.77358,0.5899271817,0.6542890357
accelerated,10000,122,200,400,40,43,-0.44091,1.076609759,0.6542890357
accelerated,10000,120,200,400,40,43,-0.44091,1.076609759,0.6542890357
accelerated,10000,157,200,400,46,45,-0.51296,1.162695055,0.5680146324
accelerated,10000,149,200,400,46,45,-0.51296,1.162695055,0.5680146324
accelerated,10000,152,200,400,46,45,-0.51296,1.162695055,0.5680146324
accelerated,10000,300,200,400,65,63,-1.35741,0.516936424,0.5680146324
accelerated,10000,296,200,400,65,63,-1.35741,0.516936424,0.5680146324
accelerated,10000,290,200,400,65,63,-1.35741,0.516936424,0.5680146324
accelerated,10000,294,200,400,65,63,-1.35741,0.516936424,0.5680146324
accelerated,10000,294,200,400,65,63,-1.35741,0.516936424,0.5680146324
accelerated,10000,250,200,400,59,52,-1.41418,0.3537227042,0.5680146324
accelerated,10000,247,200,400,59,52,-1.41418,0.3537227042,0.5680146324
accelerated,10000,253,200,400,59,52,-1.41418,0.3537227042,0.5680146324
accelerated,10000,251,200,400,59,52,-1.41418,0.3537227042,0.5680146324
accelerated,10000,250,200,400,59,52,-1.41418,0.3537227042,0.5680146324
accelerated,10000,178,200,400,54,50,-1.11614,-0.12882,0.5680146324
accelerated,10000,183,200,400,54,50,-1.11614,-0.12882,0.5680146324
accelerated,10000,180,200,400,54,50,-1.11614,-0.12882,0.5680146324
accelerated,10000,186,200,400,54,50,-1.11614,-0.12882,0.5680146324
accelerated,10000,185,200,400,54,50,-1.11614,-0.12882,0.5680146324
accelerated,10000,229,200,400,57,54,-0.86067,-0.39138,0.5680146324
accelerated,10000,213,200,400,57,54,-0.86067,-0.39138,0.5680146324
accelerated,10000,215,200,400,57,54,-0.86067,-0.39138,0.5680146324
accelerated,10000,212,200,400,57,54,-0.86067,-0.39138,0.5680146324
accelerated,10000,211,200,400,57,54,-0.86067,-0.39138,0.5680146324
accelerated,10000,215,200,400,57,54,-0.86067,-0.39138,0.5680146324
accelerated,10000,224,200,400,53,51,-0.4349,-0.81716,0.5680146324
accelerated,10000,225,200,400,53,51,-0.4349,-0.81716,0.5680146324
accelerated,10000,224,200,400,53,51,-0.4349,-0.81716,0.5680146324
accelerated,10000,220,200,400,53,51,-0.4349,-0.81716,0.5680146324
accelerated,10000,222,200,400,53,51,-0.4349,-0.81716,0.5680146324
accelerated,10000,246,200,400,60,50,0.1469924579,-1.26422,0.5680146324
accelerated,10000,238,200,400,60,50,0.1469924579,-1.26422,0.5680146324
accelerated,10000,242,200,400,60,50,0.1469924579,-1.26422,0.5680146324
accelerated,10000,243,200,400,60,50,0.1469924579,-1.26422,0.5680146324
accelerated,10000,239,200,400,60,50,0.1469924579,-1.26422,0.5680146324
accelerated,10000,225,200,400,61,40,0.693403607,-1.47001,0.5680146324
accelerated,10000,219,200,400,61,40,0.693403607,-1.47001,0.5680146324
accelerated,10000,216,200,400,61,40,0.693403607,-1.47001,0.5680146324
accelerated,10000,216,200,400,61,40,0.693403607,-1.47001,0.5680146324
accelerated,10000,214,200,400,61,40,0.693403607,-1.47001,0.5680146324
accelerated,10000,216,200,400,50,36,1.438509719,-1.37067,0.5680146324
accelerated,10000,202,200,400,50,36,1.438509719,-1.37067,0.5680146324
accelerated,10000,198,200,400,50,36,1.438509719,-1.37067,0.5680146324
accelerated,10000,198,200,400,50,36,1.438509719,-1.37067,0.5680146324
accelerated,10000,200,200,400,50,36,1.438509719,-1.37067,0.5680146324
accelerated,10000,173,200,400,46,42,1.573338444,-0.70362,0.5680146324
accelerated,10000,155,200,400,46,42,1.573338444,-0.70362,0.5680146324
accelerated,10000,156,200,400,46,42,1.573338444,-0.70362,0.5680146324
accelerated,10000,159,200,400,46,42,1.573338444,-0.70362,0.5680146324
accelerated,10000,159,200,400,46,43,1.637204683,0.2827602173,0.5680146324
accelerated,10000,157,200,400,46,43,1.637204683,0.2827602173,0.5680146324
accelerated,10000,160,200,400,46,43,1.637204683,0.2827602173,0.5680146324
accelerated,10000,178,200,400,52,49,1.494930795,0.3075503644,0.4931163522
accelerated,10000,177,200,400,52,49,1.494930795,0.3075503644,0.4931163522
accelerated,10000,176,200,400,52,49,1.494930795,0.3075503644,0.4931163522
accelerated,10000,177,200,400,52,49,1.494930795,0.3075503644,0.4931163522
accelerated,10000,195,200,400,52,49,1.494930795,0.3075503644,0.4931163522
accelerated,10000,177,200,400,52,49,1.494930795,0.3075503644,0.4931163522
accelerated,10000,226,200,400,57,50,0.8491783823,0.430161582,0.4931163522
accelerated,10000,213,200,400,57,50,0.8491783823,0.430161582,0.4931163522
accelerated,10000,209,200,400,57,50,0.8491783823,0.430161582,0.4931163522
accelerated,10000,343,200,400,73,63,0.5700324056,0.4587170461,0.4280941423
accelerated,10000,329,200,400,73,63,0.5700324056,0.4587170461,0.4280941423
accelerated,10000,336,200,400,73,63,0.5700324056,0.4587170461,0.4280941423
accelerated,10000,332,200,400,73,63,0.5700324056,0.4587170461,0.4280941423
accelerated,10000,329,200,400,73,63,0.5700324056,0.4587170461,0.4280941423
accelerated,10000,330,200,400,73,63,0.5700324056,0.4587170461,0.4280941423
accelerated,10000,337,200,400,73,63,0.5700324056,0.4587170461,0.4280941423
accelerated,10000,432,200,400,82,76,0.4287980593,0.345729569,0.4280941423
accelerated,10000,428,200,400,82,76,0.4287980593,0.345729569,0.4280941423
accelerated,10000,428,200,400,82,76,0.4287980593,0.345729569,0.4280941423
accelerated,10000,430,200,400,82,76,0.4287980593,0.345729569,0.4280941423
accelerated,10000,432,200,400,82,76,0.4287980593,0.345729569,0.4280941423
accelerated,10000,431,200,400,82,76,0.4287980593,0.345729569,0.4280941423
accelerated,10000,286,200,400,69,54,0.7018511289,0.6281982617,0.4280941423
accelerated,10000,278,200,400,69,54,0.7018511289,0.6281982617,0.4280941423
accelerated,10000,276,200,400,69,54,0.7018511289,0.6281982617,0.4280941423
accelerated,10000,279,200,400,69,54,0.7018511289,0.6281982617,0.4280941423
accelerated,10000,285,200,400,69,54,0.7018511289,0.6281982617,0.4280941423
accelerated,10000,353,200,400,68,54,0.8336698522,0.5057951615,0.4280941423
accelerated,10000,348,200,400,68,54,0.8336698522,0.5057951615,0.4280941423
accelerated,10000,346,200,400,68,54,0.8336698522,0.5057951615,0.4280941423
accelerated,10000,348,200,400,68,54,0.8336698522,0.5057951615,0.4280941423
accelerated,10000,344,200,400,68,54,0.8336698522,0.5057951615,0.4280941423
accelerated,10000,348,200,400,68,54,0.8336698522,0.5057951615,0.4280941423
accelerated,10000,399,200,400,69,51,1.106722922,0.3080670766,0.4280941423
accelerated,10000,383,200,400,69,51,1.106722922,0.3080670766,0.4280941423
accelerated,10000,385,200,400,69,51,1.106722922,0.3080670766,0.4280941423
accelerated,10000,374,200,400,69,51,1.106722922,0.3080670766,0.4280941423
accelerated,10000,375,200,400,69,51,1.106722922,0.3080670766,0.4280941423
accelerated,10000,371,200,400,69,51,1.106722922,0.3080670766,0.4280941423
accelerated,10000,386,200,400,69,51,1.106722922,0.3080670766,0.4280941423
accelerated,10000,344,200,400,71,57,1.050229183,0.1291702379,0.4280941423
accelerated,10000,334,200,400,71,57,1.050229183,0.1291702379,0.4280941423
accelerated,10000,333,200,400,71,57,1.050229183,0.1291702379,0.4280941423
accelerated,10000,340,200,400,71,57,1.050229183,0.1291702379,0.4280941423
accelerated,10000,339,200,400,71,57,1.050229183,0.1291702379,0.4280941423
accelerated,10000,438,200,400,79,67,1.021982314,-0.17213,0.4280941423
accelerated,10000,427,200,400,79,67,1.021982314,-0.17213,0.4280941423
accelerated,10000,426,200,400,79,67,1.021982314,-0.17213,0.4280941423
accelerated,10000,433,200,400,79,67,1.021982314,-0.17213,0.4280941423
accelerated,10000,429,200,400,79,67,1.021982314,-0.17213,0.4280941423
accelerated,10000,424,200,400,79,67,1.021982314,-0.17213,0.4280941423
accelerated,10000,433,200,400,79,67,1.021982314,-0.17213,0.4280941423
accelerated,10000,628,200,400,88,71,1.116138545,-0.47343,0.4280941423
accelerated,10000,614,200,400,88,71,1.116138545,-0.47343,0.4280941423
accelerated,10000,613,200,400,88,71,1.116138545,-0.47343,0.4280941423
accelerated,10000,618,200,400,88,71,1.116138545,-0.47343,0.4280941423
accelerated,10000,629,200,400,88,71,1.116138545,-0.47343,0.4280941423
accelerated,10000,633,200,400,88,71,1.116138545,-0.47343,0.4280941423
accelerated,10000,617,200,400,88,71,1.116138545,-0.47343,0.4280941423
accelerated,10000,714,200,400,90,66,1.153801037,-0.78415,0.4280941423
accelerated,10000,710,200,400,90,66,1.153801037,-0.78415,0.4280941423
accelerated,10000,723,200,400,90,66,1.153801037,-0.78415,0.4280941423
accelerated,10000,717,200,400,90,66,1.153801037,-0.78415,0.4280941423
accelerated,10000,734,200,400,90,66,1.153801037,-0.78415,0.4280941423
accelerated,10000,366,200,400,85,50,0.5888636518,-1.17019,0.4280941423
accelerated,10000,359,200,400,85,50,0.5888636518,-1.17019,0.4280941423
accelerated,10000,353,200,400,85,50,0.5888636518,-1.17019,0.4280941423
accelerated,10000,354,200,400,85,50,0.5888636518,-1.17019,0.4280941423
accelerated,10000,361,200,400,75,45,1.134969791,-1.39616,0.4280941423
accelerated,10000,359,200,400,75,45,1.134969791,-1.39616,0.4280941423
accelerated,10000,363,200,400,75,45,1.134969791,-1.39616,0.4280941423
accelerated,10000,368,200,400,75,45,1.134969791,-1.39616,0.4280941423
accelerated,10000,451,200,400,99,76,0.4664605517,-0.66174,0.4280941423
accelerated,10000,445,200,400,99,76,0.4664605517,-0.66174,0.4280941423
accelerated,10000,460,200,400,99,76,0.4664605517,-0.66174,0.4280941423
accelerated,10000,460,200,400,99,76,0.4664605517,-0.66174,0.4280941423
accelerated,10000,458,200,400,99,76,0.4664605517,-0.66174,0.4280941423
accelerated,10000,466,200,400,99,76,0.4664605517,-0.66174,0.4280941423
accelerated,10000,656,200,400,97,77,0.7677604905,-0.38869,0.4280941423
accelerated,10000,649,200,400,97,77,0.7677604905,-0.38869,0.4280941423
accelerated,10000,659,200,400,97,77,0.7677604905,-0.38869,0.4280941423
accelerated,10000,646,200,400,97,77,0.7677604905,-0.38869,0.4280941423
accelerated,10000,478,200,400,97,77,0.7677604905,-0.38869,0.4280941423
accelerated,10000,363,200,400,96,77,0.3723043207,0.1009233686,0.4280941423
accelerated,10000,353,200,400,96,77,0.3723043207,0.1009233686,0.4280941423
accelerated,10000,368,200,400,96,77,0.3723043207,0.1009233686,0.4280941423
accelerated,10000,360,200,400,96,77,0.3723043207,0.1009233686,0.4280941423
accelerated,10000,360,200,400,96,77,0.3723043207,0.1009233686,0.4280941423
accelerated,10000,359,200,400,96,77,0.3723043207,0.1009233686,0.4280941423
accelerated,10000,366,200,400,96,77,0.3723043207,0.1009233686,0.4280941423
accelerated,10000,723,200,400,107,74,-0.75757,0.2327420919,0.4280941423
accelerated,10000,715,200,400,107,74,-0.75757,0.2327420919,0.4280941423
accelerated,10000,723,200,400,107,74,-0.75757,0.2327420919,0.4280941423
accelerated,10000,722,200,400,107,74,-0.75757,0.2327420919,0.4280941423
accelerated,10000,721,200,400,107,74,-0.75757,0.2327420919,0.4280941423
accelerated,10000,720,200,400,107,74,-0.75757,0.2327420919,0.4280941423
accelerated,10000,733,200,400,107,74,-0.75757,0.2327420919,0.4280941423
accelerated,10000,550,200,400,98,49,-1.1342,0.6941076233,0.4280941423
accelerated,10000,544,200,400,98,49,-1.1342,0.6941076233,0.4280941423
accelerated,10000,537,200,400,98,49,-1.1342,0.6941076233,0.4280941423
accelerated,10000,551,200,400,98,49,-1.1342,0.6941076233,0.4280941423
accelerated,10000,659,200,400,99,59,-1.22835,0.345729569,0.4280941423
accelerated,10000,655,200,400,99,59,-1.22835,0.345729569,0.4280941423
accelerated,10000,661,200,400,99,59,-1.22835,0.345729569,0.4280941423
accelerated,10000,698,200,400,100,71,-0.98355,0.1480014841,0.4280941423
accelerated,10000,694,200,400,100,71,-0.98355,0.1480014841,0.4280941423
accelerated,10000,693,200,400,100,71,-0.98355,0.1480014841,0.4280941423
accelerated,10000,734,200,400,106,47,-1.36517,0.4835,0.3716457461
accelerated,10000,730,200,400,106,47,-1.36517,0.4835,0.3716457461
accelerated,10000,826,200,400,116,60,-1.16995,0.3858885779,0.3716457461
accelerated,10000,817,200,400,116,60,-1.16995,0.3858885779,0.3716457461
accelerated,10000,812,200,400,116,60,-1.16995,0.3858885779,0.3716457461
accelerated,10000,817,200,400,116,60,-1.16995,0.3858885779,0.3716457461
accelerated,10000,815,200,400,116,60,-1.16995,0.3858885779,0.3716457461
accelerated,10000,1062,200,400,135,64,-0.62766,0.1364365606,0.3716457461
accelerated,10000,1052,200,400,135,64,-0.62766,0.1364365606,0.3716457461
accelerated,10000,1058,200,400,135,64,-0.62766,0.1364365606,0.3716457461
accelerated,10000,1052,200,400,135,64,-0.62766,0.1364365606,0.3716457461
accelerated,10000,1062,200,400,135,64,-0.62766,0.1364365606,0.3716457461
accelerated,10000,1065,200,400,135,64,-0.62766,0.1364365606,0.3716457461
accelerated,10000,1142,200,400,138,73,-0.57343,-0.12386,0.3716457461
accelerated,10000,1001,200,400,138,73,-0.57343,-0.12386,0.3716457461
accelerated,10000,998,200,400,138,73,-0.57343,-0.12386,0.3716457461
accelerated,10000,1001,200,400,138,73,-0.57343,-0.12386,0.3716457461
accelerated,10000,993,200,400,138,73,-0.57343,-0.12386,0.3716457461
accelerated,10000,1000,200,400,138,73,-0.57343,-0.12386,0.3716457461
accelerated,10000,902,200,400,132,65,-0.83373,0.04967064152,0.3716457461
accelerated,10000,901,200,400,132,65,-0.83373,0.04967064152,0.3716457461
accelerated,10000,916,200,400,132,65,-0.83373,0.04967064152,0.3716457461
accelerated,10000,831,200,400,130,56,-0.85542,0.2340482195,0.3716457461
accelerated,10000,822,200,400,130,56,-0.85542,0.2340482195,0.3716457461
accelerated,10000,825,200,400,130,56,-0.85542,0.2340482195,0.3716457461
accelerated,10000,836,200,400,130,56,-0.85542,0.2340482195,0.3716457461
accelerated,10000,798,200,400,128,57,-0.84458,0.3208141386,0.3716457461
accelerated,10000,800,200,400,128,57,-0.84458,0.3208141386,0.3716457461
accelerated,10000,807,200,400,128,57,-0.84458,0.3208141386,0.3716457461
accelerated,10000,805,200,400,128,57,-0.84458,0.3208141386,0.3716457461
accelerated,10000,670,200,400,126,49,-0.86627,0.461809,0.3716457461
accelerated,10000,669,200,400,126,49,-0.86627,0.461809,0.3716457461
accelerated,10000,677,200,400,126,49,-0.86627,0.461809,0.3716457461
accelerated,10000,689,200,400,126,49,-0.86627,0.461809,0.3716457461
accelerated,10000,661,200,400,125,56,-0.72527,0.6028033755,0.3716457461
accelerated,10000,650,200,400,125,56,-0.72527,0.6028033755,0.3716457461
accelerated,10000,647,200,400,125,56,-0.72527,0.6028033755,0.3716457461
accelerated,10000,663,200,400,125,56,-0.72527,0.6028033755,0.3716457461
accelerated,10000,676,200,400,115,68,-0.1396,0.8739468726,0.3716457461
accelerated,10000,670,200,400,115,68,-0.1396,0.8739468726,0.3716457461
accelerated,10000,671,200,400,115,68,-0.1396,0.8739468726,0.3716457461
accelerated,10000,673,200,400,115,68,-0.1396,0.8739468726,0.3716457461
accelerated,10000,608,200,400,112,82,0.5979073074,0.3858885779,0.3716457461
accelerated,10000,609,200,400,112,82,0.5979073074,0.3858885779,0.3716457461
accelerated,10000,619,200,400,112,82,0.5979073074,0.3858885779,0.3716457461
accelerated,10000,628,200,400,112,82,0.5979073074,0.3858885779,0.3716457461
accelerated,10000,388,200,400,85,67,1.25949744,-0.0154,0.3716457461
accelerated,10000,390,200,400,85,67,1.25949744,-0.0154,0.3716457461
accelerated,10000,390,200,400,85,67,1.25949744,-0.0154,0.3716457461
accelerated,10000,390,200,400,85,67,1.25949744,-0.0154,0.3716457461
accelerated,10000,812,200,400,109,62,0.543678608,-1.11082,0.3716457461
accelerated,10000,808,200,400,109,62,0.543678608,-1.11082,0.3716457461
accelerated,10000,810,200,400,109,62,0.543678608,-1.11082,0.3716457461
accelerated,10000,806,200,400,109,62,0.543678608,-1.11082,0.3716457461
accelerated,10000,823,200,400,128,51,0.6724657959,-1.07513,0.3226406226
accelerated,10000,829,200,400,128,51,0.6724657959,-1.07513,0.3226406226
accelerated,10000,1027,200,400,156,52,0.6474796484,-0.42549,0.3226406226
accelerated,10000,1027,200,400,156,52,0.6474796484,-0.42549,0.3226406226
accelerated,10000,1076,200,400,156,52,0.6474796484,-0.42549,0.3226406226
accelerated,10000,1072,200,400,156,52,0.6474796484,-0.42549,0.3226406226
accelerated,10000,1054,200,400,156,52,0.6474796484,-0.42549,0.3226406226
accelerated,10000,1059,200,400,156,52,0.6474796484,-0.42549,0.3226406226
accelerated,10000,1267,200,400,176,39,-0.35197,0.1242006192,0.3226406226
accelerated,10000,1263,200,400,176,39,-0.35197,0.1242006192,0.3226406226
accelerated,10000,1265,200,400,176,39,-0.35197,0.1242006192,0.3226406226
accelerated,10000,1271,200,400,176,39,-0.35197,0.1242006192,0.3226406226
accelerated,10000,1251,200,400,176,39,-0.35197,0.1242006192,0.3226406226
accelerated,10000,1261,200,400,176,39,-0.35197,0.1242006192,0.3226406226
accelerated,10000,669,200,400,125,49,-1.21399,0.6988820113,0.3226406226
accelerated,10000,680,200,400,125,49,-1.21399,0.6988820113,0.3226406226
accelerated,10000,679,200,400,125,49,-1.21399,0.6988820113,0.3226406226
accelerated,10000,683,200,400,125,49,-1.21399,0.6988820113,0.3226406226
accelerated,10000,1701,200,400,188,28,-0.49745,-0.02081,0.2800973035
accelerated,10000,1698,200,400,188,28,-0.49745,-0.02081,0.2800973035
accelerated,10000,1669,200,400,188,28,-0.49745,-0.02081,0.2800973035
accelerated,10000,1693,200,400,188,28,-0.49745,-0.02081,0.2800973035
accelerated,10000,1488,200,400,200,0,-0.06218,-0.49025,0.2111002219
accelerated,10000,1486,200,400,200,0,-0.06218,-0.49025,0.2111002219
accelerated,10000,1483,200,400,200,0,-0.06218,-0.49025,0.2111002219
accelerated,10000,1478,200,400,200,0,-0.06218,-0.49025,0.2111002219
accelerated,10000,1477,200,400,200,0,-0.06218,-0.49025,0.2111002219
accelerated,10000,1878,200,400,196,13,-1.16963,0.063476,0.2111002219
accelerated,10000,1953,200,400,196,13,-1.16963,0.063476,0.2111002219
accelerated,10000,1948,200,400,196,13,-1.16963,0.063476,0.2111002219
accelerated,10000,1564,200,400,193,15,-0.78775,0.8272411346,0.2111002219
accelerated,10000,1565,200,400,193,15,-0.78775,0.8272411346,0.2111002219
accelerated,10000,1646,200,400,193,15,-0.78775,0.8272411346,0.2111002219
accelerated,10000,1590,200,400,200,0,0.052389,-0.28022,0.2111002219
accelerated,10000,1600,200,400,200,0,0.052389,-0.28022,0.2111002219
accelerated,10000,1588,200,400,200,0,0.052389,-0.28022,0.2111002219
accelerated,10000,8,400,800,1,4,0.3762084312,0.039441,3.570187886
accelerated,10000,7,400,800,1,4,0.3762084312,0.039441,3.570187886
accelerated,10000,6,400,800,1,4,0.3762084312,0.039441,3.570187886
accelerated,10000,6,400,800,1,4,0.3762084312,0.039441,3.570187886
accelerated,10000,7,400,800,1,4,0.3762084312,0.039441,3.570187886
accelerated,10000,12,400,800,2,7,0.1633903321,-0.06025,3.570187886
accelerated,10000,11,400,800,2,7,0.1633903321,-0.06025,3.570187886
accelerated,10000,11,400,800,2,7,0.1633903321,-0.06025,3.570187886
accelerated,10000,11,400,800,2,7,0.1633903321,-0.06025,3.570187886
